index,review_text,review_rating,review_title
310,This is my first iOS,4.0 out of 5 stars,Smooth for gaming 5 watt charger is the only issue
311,"Not even completed 1 yr of this product and price reduced drastically. How you can decrease the price to such extend. I need compensation for that, amazon shall take necessary actions on it.",1.0 out of 5 stars,Required Cashback for this product
312,"got this for a superb deal, in fact way cheaper than mu prev 7plus which i got back in late 2016. Face ID works like a charm and the display seems great for normal usage.",5.0 out of 5 stars,Total VFM
313,"After 5 days of use,Love the IPhone XR Red ,Premium Top Class Phone,Got it For 38 k...Worth it...Camera Is Classy and Superb...With depth Control feature....Very Smooth...Display is good...Bit Battery is little low but compared with other iPhone it is good....Battery Standby is 10 hr when onscreen time is 8h 30m with always Data on with usage of FB ,YouTube and other apps. Face Unlock is so quick..Over all love to have this IPhone XR...Upgraded from IPhone SE to XR...So Battery is very much better for me...🥳🙏🏻",5.0 out of 5 stars,Top Class Premium Phone...📱
314,"This is my first apple product purchase, prior my mentality regarding the apple product was like a no Value for money company, but once I started using this phone the premium fell and the Sooth buttery flow type interface is way better than android. Happy to use this phone.",4.0 out of 5 stars,Heavy Happy Apple Beast
315,"Great phone. Not a gamer so don’t care about the hardware stuff. Not a pro photographer so any pictures I shoot are epic for me. Not a loud person, so speakers on low volume for me work just perfectly. Battery life should be great like most apple phones do. Display is soft to my eyes so I like that. Apple interface is the best, so nothing much to say about there.",5.0 out of 5 stars,"Great phone, realistic and blunt review, read below to know why"
316,Used for a day as of now. Awesome phone. Snappy and fluid in use. battery backup is pretty good (around 8 hours of screen-on time) with continouse data-on (youtube 1.5 hrs). Using 18W adapter which charges it fast. Brought 3.5mm jack connector to lightening separately. Rest all good. Will review after few more days. Thanks.,5.0 out of 5 stars,Impressive
317,"I don't like the  features of iPhone XR after paying huge amount. It's battery is drained very fast . Side buttons are not comfortable while holding on hands, it pressed automatically without knowing . One-Two times it has automatically dialed the number when it was in my pocket. I think old version of iphones are  much better than this phone. I wants to return this phone but don't find any option in Amazon. Anyone please suggest how I can return it. I bought it 28 days before.",2.0 out of 5 stars,features of phone not satisfactory
318,There is no fingerprint reader on this phone as its replaced by face recognition which works fine. User interface is same as my earlier iPhone which is excellent. Coming to battery life...it is simply amazing.,5.0 out of 5 stars,Awesome phone...amazing battery life
319,"Second time I shifted to Apple . But this time it was from One Plus 5T . Speed wise, battery wise, photo and video quality wise , fast charging , everything One Plus was better .  XR hangs also sometimes while receiving calls . But it was never the case with One plus .",3.0 out of 5 stars,iPhone XR experience
320,"I received in original iPhone sealed package.  For its price, its best possible iPhone in market. Look and feel is great. Very fast responsive while using. Camera quality is 5-Star, Portrait pics are crisp clear. Watched some 4k and HDR videos on this iPhone, stunningly beautiful with tru color and deep contrast on this display. Its Amazing iphone, Thanks Amazon.",5.0 out of 5 stars,Best iPhone in market
321,This item is faulty. Make a sure first .,1.0 out of 5 stars,customer care call centre Spock very bad tuning. Please refund money😭😭😭😭😭Amazon killer
322,Using this phone since last 20 days...first time iOS user...spending this much money not worth i have purchased @ 43000.00.purchased it because i have not used apple before...those who r buying it just because of Apple logo..pl don't go..those who r enthusiastic for technology must go for it...i m a simple user not very technical not very camera oriented...a simple redmi user..i m not saying phone is bad but doe those who don't have much usage with regards to its unique features should avoid this...,4.0 out of 5 stars,Depends on person to person...
323,Amazing,5.0 out of 5 stars,Awesome
324,"What is the main purpose of the Phone? To make and receive calls, right. This phone has a defective microphone so call quality is damn poor. You have to speak very close to the microphone for the other person to hear you. All other feature works quite well. As for photos, even Poco F1 takes better pictures. Applez just a brand as was Nokia and Blackberry once.",2.0 out of 5 stars,Poor Microfone quality.
325,After using one month best camera and battery backup.,4.0 out of 5 stars,Apple iphone xr no words for quality
326,I browsed a lot about this phone all were saying it has a LCD display and which is older.,5.0 out of 5 stars,Amazing
327,"Serious problem with the lower mic, after spending all that money in this faulty crap just after two months you finally feel that you are the biggest C* in India who is buying an iPhone. Fragile product, connectivity issue, software issue & restrictions  all the type of minor issues have been build up causing a serious issue. Think before you waste ya hard earned money. Apple products are degrading their quality to keep their stocks and shares up.",1.0 out of 5 stars,Waste of money
328,Good deal and worth buying for iPhone customers non iPhone user please don't buy as you will not find worthy but as a premium product its very good and feels better in hand superb quality,5.0 out of 5 stars,Worth buying for iPhone customer
329,Bought it In white 64gb variant...looks are premium and has a large screen...being an lcd screen it far much better than other phones in competition...u get about 56gb of usable storage which is quite ok for a minimal user...performance is amazing and camera quality is average...must buy if you are looking for a budget iphone specially on offers,5.0 out of 5 stars,Best online deal
330,Well Apple products deliver quality and apple I phone xr is just another fine product I bought few days back which is their lowest model in iPhone x series. Well for the specs and lcd screen I really feel it's over priced that's reason it gets one star less.,4.0 out of 5 stars,Meeting expectations
331,"Happy with the phone, initially I was scared to buy as it is expensive, and reviews were making me go on doubt, but the product came in a good condition,phone is superb. Thank you amazon for fast reliable service",5.0 out of 5 stars,perfect choice
332,"I am giving this review after few months of use of this phone. Apple never disappoints you. As i have shifted from Google phone to Apple, was bit difficult to shift from android to ios but now i am used to it. So many hidden features which u can find it out from you tube. Camera is awesome. I also learned some extra tips for photography from youtube and it is awesome. The speed of the phone never disappoints you after loading full 64gb data into the phone. Overall phone is awesome.",5.0 out of 5 stars,Great phone with great capabilities
333,It’s as good as buying from the store. The plastic cover which covers the box had a cut and small piece missing . Due to bad handling may be . That was disappointing to see. But then again the box was all sealed and it’s ok . Nothing to complain,5.0 out of 5 stars,Everything’s perfect!
334,I was more satisfied with my one plus 6T than this. Picture customization is not better than that phone. Without comparison it's ok. Battery life is good than other iPhones and the app size in store is very less compared to play store so even with 64 gb it's good.,4.0 out of 5 stars,Not better than 6T otherwise Good
335,This product is not adequate in terms of its quality & performance. It’s screen creates problems in eyes i.e. not comfortable for eyes. Very very bad product. Totally disappointing. Very very bad item delivered by Amazon. Heat problem is there with my iPhone XR. Amazon Sells fake iPhones. Not satisfied at all. This iPhone has also hanging problem.,1.0 out of 5 stars,bad Quality iPhone
336,I like the XR. This review is more for people who have yet to graduate to buying mobiles etc online. This was my first time. I had heard all sorts of stuff. But Amazon THANK YOU! Delivered in a tamper proof packing! With the assurance of a ten day window to return. The phone is working just fine!,4.0 out of 5 stars,First online iPhone purchase
337,"The accessories and the packing not at all good. I have used apple products, earlier packing and accessories are very good quality. Seems apple degraded the quality may be they have ordered from China. Not matching the standard of apple.",5.0 out of 5 stars,Good phone but accessories quality is very bad
338,Very bad experience in this iPhone XR. There are so many issues in this phone like when I click on airdrop icon then phone freezes and I have to force restart to get it working.,2.0 out of 5 stars,Worst experience till now. Apple's after sales service is too bad
339,"Quality at its best . You buy it and if you want QUALITY, with best user friendly interface and camera . List goes on . Its the best . That’s why u are here . Don’t think again and again . Click buy . You wont regret and yes u want it. 😉👍🏻",5.0 out of 5 stars,U want  it !!! U know it
340,"Excellent choice from iPhone family , only sad they drop the price around 10k 2 months after my purchase. I missed the chance, lucky new customers.",5.0 out of 5 stars,The perfecto
341,I used it for 1 month.,4.0 out of 5 stars,It will be awesome if the Finger print reader available
342,I am very happy to this i phone xr mobile. Very good and very comfortable mobile for good battery health goood camera and good Processor proformence. No any mobile Completed to i phone . Very good privacy and ezy to use u must by,5.0 out of 5 stars,very good mobile no one
343,This is my first iPhone. Though it’s too early to give any review about the phone  as I bought it recently but  till now I’m very impressed with iPhone XR. Go for it.,4.0 out of 5 stars,Excellent phone
344,"Well, it has been more than 2 months now and the phone has been getting compliments. It's the first iPhone that I've bought and I should say that the money you're paying for the phone is mostly for the brand image.",4.0 out of 5 stars,"Apple ,no other phone can beat it!"
345,"Can't believe I got this phone for Rs 36,000",5.0 out of 5 stars,Brilliant
346,I have bought it around a month back. Used it and then writing a review.,5.0 out of 5 stars,Awesome...
347,3D camera not working .. cannot setup faceid .. always displaying Face ID not available error neither front camera portrait working .. please help don’t have a clue where to go for help,2.0 out of 5 stars,Defect item
348,The most positive aspect of XR is battery life in my usage of 6 months. Downside is weight especially if you are upgrading from iPhone 6 or 7. Quite heavy due to big battery. Make sure you upgrade to iOS 13 and use the feature to optimise battery charging for longevity of battery,5.0 out of 5 stars,Wonderful product ...a bit heavy compared to previous iPhones
349,"I upgraded from iPhone 6 which I had used for 2.5 years. For me iPhone XR seems super smooth with amazing speed. I am still getting used to the absence of Home button. Using the regular charger, the phone takes nearly 2 hours to fully charge but charge lasts for more than 1 day for my regular usage. Phone is slippery - so I have added a Spigen case as well. On the whole a good iphone.",5.0 out of 5 stars,Great upgrade from iPhone 6
350,"Amazing product, fell in love with IPhone.In short I can tell this product is dam equal to premium 48-64 mega pixel camera phones in market,even bit more.I got it for all time low price 38000/-",5.0 out of 5 stars,Fell in love with Apple.
351,"Flawless product, really good product thanks Amazon received the perfect without any default or any. Mobile performance is awesome as I have upgraded from iPhone 6s to Xr feeling great and enjoying the new features face unlock and others. Face unlocking is very fast and quick compare to other android phone 5 ⭐️ from my side👍👍👌",5.0 out of 5 stars,IPhone XR is awesome product go for it from Amazon 👍
352,The product was intact. Great packaging. The phone feels amazing. It’s my first time using an iPhone and I really think the XR is worth it if you want an iPhone that doesn’t burn a deep hole in your pocket.,5.0 out of 5 stars,AMAZING
353,It’s my first iPhone and I am totally happy with it. One thing that iPhone XR is having a best battery backup. And I love the performance. I was having a Redmi Note 4 device previously. It was having a 4 GB ram but it’s performance was not up to the mark. I am surprised how iPhone is handling this kind of performance in only 3 GB of RAM 🤔,5.0 out of 5 stars,Must go with it
354,Not happy with battery life. Rest everything Is fine.,5.0 out of 5 stars,Battery life is the only con
355,Just loving the XR and is super value for money. Camera quality is really good and screen size is just perfect for watching videos and doesn’t look bulky at all. Only downside is that the Apple logo at the back on the black colour isn’t visible to the naked eye so prominently. Best iPhone after the 6s model.,5.0 out of 5 stars,Simply a great iPhone
356,"Not bulky, not big, this is a perfect sized iPhone. Display is crisp and clear. Smart hdr photos are great. It was a steal deal for me at Rs. 37999 during special sale. Delivered within 22 hours of ordering.",5.0 out of 5 stars,Great iPhone.
357,"Got it for ₹37,999 and at this price it is the best phone. Though a little bulky and heavy but it’s fine.",4.0 out of 5 stars,Wonderful purchase
358,"Camera quality, battery life both are best features of the phone. No fingerprint sensors are drawbacks. Little bit heavy than OnePlus 5T. Never used LCD screen feeling odd for a while but it's worth for money. Built is very strong. iPhone comes with some unnecessary apps I will delete it later.",5.0 out of 5 stars,"Upgradaded from OnePlus 5T to iPhone xr red,128GB"
359,Excellent camera and phone build. There is no finger print reader in this but Face ID is ur answer for all this. Works great and secure. Battery is super better when compared to older iPhones and lasts more then 24 hrs with calls music Bluetooth devices connected and browsing and social media. Pretty satisfied so far.,5.0 out of 5 stars,iPhone XR
360,"Overall Iphone XR is far better than X and other predecessors. Processor is way fast than others, build quality is awesome ,face recognition is too quick and the feel which you get by holding it is superlike. One suggestion to Apple that they must include fingerprint sensors too for more effective security.",5.0 out of 5 stars,IPhone XR : A better option to go for !
361,Bought it for 49999 on sale and it's totally worth it. I'm using iPhone for 1st time and totally in love with it. As iPhone is famous for its camera quality and it's true. Only problem is that it doesn't have the fingerprint lock.,5.0 out of 5 stars,Totally worth buying
362,I’ve been using this phone since a week now and i must say its totally worth the money! Just go for it!,5.0 out of 5 stars,Perfect!
363,"Device was heating too much after just a little bit of graphic works on that. Camera was too bad , front camera is no where matching the quality of IOS. I was totally disappointed with that device , I think they sold me the defective peice in the name of sale on your platform. This kind of professionalism is not good . I believe too much on Amazon but later on that I am not giving any bulk amount of order on this e commerce platform. Sorry for the comments if it hurts anyone.",1.0 out of 5 stars,Horrible experience of such branded product
364,I bought 2 iPhone XR both are awesome. Can’t really say much the phone itself makes a statement.,5.0 out of 5 stars,Awesome... So awesome that I bought 2!
365,"I just loved it and I think the only thing that is lagging in this product which is the oled screen is not an issue at all , the quality of the lcd is way too good and as long as you are not too obsessed with every feature to be the latest and best , go for it , plus now they are offering at a way better price , definitely worth it",5.0 out of 5 stars,Completely satisfied loved it
366,"Camera quality is good. 4/5 stars. Rear camera at night is awesome. It gives the effect of DSLR. Front camera is of average quality, grains when taken photo. But apple camera gives the natural effect to your photos!",5.0 out of 5 stars,Awesome!
367,It’s been about a month using the IPhone XR. Was too enthusiastic about buying this phone.,5.0 out of 5 stars,Good buy (1month usage review)
368,"Front camera deteriorating everyday. Front camera quality is supper flop, even worst den any minimum range android phone. Rear camera is also not at per. Face detector not so good. No finger print available hence facing problems most of the time. Overall Apple releases a bad number with this variant.",3.0 out of 5 stars,Not so good
369,Got this for 38k and received within 2 day of placing order ....Apple FACE ID is the most secure way of unlocking your phone which you wouldn't get on an another phone...camera is also top notch and is the same camera which iphone XS has got  but without the 2nd  telephoto/wide angle lens....overall quite happy with the iphone xr.,5.0 out of 5 stars,A must buy under 40k
370,I upgraded from my iPhone 7 to XR and I’m really happy with the performance looks and all the new features. Battery life is awesome and face recognition works perfectly even in dark. Total value for money and it goes without saying as it is an Apple product.,5.0 out of 5 stars,Total value for money
371,"I’m so happy to say, it’s an authentic/genuine Apple Product. Will definitely buy again. Amazon actually gives you better discounts than Resellers.",5.0 out of 5 stars,First Apple Product purchase on Amazon..
372,"Received it yesterday, transferring data from my 7 plus took a couple of hours( maybe because of net issues) but everything on my old phone came on this XR. The camera is truly amazing. Go for it.",5.0 out of 5 stars,Review
373,"Excellent device.Value for money. I already have iPhone 11 . I bought this for my friend there is not a single difference when compared to iPhone 11. Phone display,performance,everything same as iPhone 11. I’m pretty much satisfied.",5.0 out of 5 stars,Beast at 40k
374,"Liked display, camera quality, response etc. battery life is not great compared to 5000 mih Android phone. 18 hours from full charge.",4.0 out of 5 stars,"Good display, camera quality and response. Battery not great"
375,It’s price dropped to 39000+discounts within 20 days I purchased at 52000. It seemed to be cheated. A huge -ve impact for further purchases. Site as well as apple have to manage all things regarding it otherwise both will lose their credibility. No doubt product is good but these huge fluctuations in price ruined whole prospects of the product,1.0 out of 5 stars,Huge price fluctuations as 52k to 39k within 20 days
376,Has every thing you might be looking in an iPhone except the oled screen camera is as good as iPhone Xs with few limitations. If display is not a big concern for you you can't get a better phone than this at this price range.,4.0 out of 5 stars,Better phones under 50k range
377,Amazing camera in bright light. Average to poor performance in medium and low light conditions. Great battery. Privacy protection is an understated advantage.,5.0 out of 5 stars,Privacy matters. Good camera. Great battery
378,"The iPhone XR delivers fast performance, great cameras and longer battery life than other flagship phones, all in a colorful and affordable package.",5.0 out of 5 stars,Jst osm
379,"Everything is well checked and warranty looks legitimate. Absolutely genuine product without any doubt. Bought yellow colour, feels mango in my hand. Getting a worthy case is real challenge though.",5.0 out of 5 stars,Genuine & Awesome!
380,"After Using IPhone 6s & OnePlus 6, IPhone XR 128gb is juz awesome in face recognition battery life & user interface, Compared to IPhone 11 lesser in cost  both are in same size & same 4G !",5.0 out of 5 stars,Simply Awesome 😍
381,Such a good iphone for such a great price.,5.0 out of 5 stars,Great
382,"Its just a phone with good features, if switching from android you will love using its interface, a pure secure platform and flawless running experience.",5.0 out of 5 stars,If you really looking for something out of universe please opt for chandrayan.. :D
383,"Excellent product, 100% original! I bought iPhone XR 128gb in the month of October, I was double minded to buy this product as all know online products will never reach us perfectly. But my assumption failed with this product.",5.0 out of 5 stars,Genuine product
384,in one word I forgot android.. lovely phone,5.0 out of 5 stars,Awesome phone
385,"This phone is a beast. Man,the phones touch response is just awesome and iOS is so buttery smooth.",5.0 out of 5 stars,Beast ...
386," This is my first apple device in terms of phone. The phone is totally worth it (every penny).  The colour, camera, design, sound quality everything is just way beyond perfection.",5.0 out of 5 stars,Apple 🍎 of my eye
387,Got It for 38k. Ditched One plus 7T for this and I am very happy with this decision and ya screen is great but you will feel difference if you are coming from 1440p display else it is great.,5.0 out of 5 stars,It’s Magical.
388,"Great phone camera is good ,battery is good , but it take too much time to charge , company #APPLE need to give fast charger in box. And one more thing the weight of iphone xr is little bit more than other android phone.  Other wise phone is great.......gaming performance is great😘",5.0 out of 5 stars,Great phone with all features specially good in gaming
389," Just want to say GO FOR IT! I got it for 39,999 in the Amazon Great Indian festival and let me tell you, it arrived within 24 hours. Even though iPhone 11 is here, it has the same exact screen and almost the same features except the camera. If you are a die hard camera fan, then go for iPhone 11. But this works for me :)",5.0 out of 5 stars,Fantastic Purchase!
390,Don't buy iPhone on amazon,1.0 out of 5 stars,Don't buy iPhones on amazon
391,The phone which a person need this is one for them. Really loved it everything in this price range bybapple it is very good product. But i m not satisfied with its display. Display quality and clearity is very poor 720p video play is not good so blurry,4.0 out of 5 stars,Everything excellent but display is very poor
392,THANKS TO AMAZON GOT DEFECTIVE PRODUCT AT FIRST FOUND SCRATCHES AND DAMAGE BUT AMAZON ALWAYS THERE TO HELP YOU GOT REPLACED QUICKLY WITHIN FEW DAYS AND GOT A BRAND NEW PRODUCT LIKE TO THANK YOU AMAZON AND SELLER ALSO DARSHITA ELECTRONICS IF YOU ARE THINKING TO BUY IPHONE GO FOR DARSHITA❤️,5.0 out of 5 stars,LOVED THE PRODUCT AND ALSO SELLER WAS GOOD
393,"camera quality is just awesome and battery backup is soo great that give you a whole day use, smooth interface,in many reviews they said display is of LCD, but when i got my device, then i Relies even that iphone have LCD display but it is great viewing display, I have no regrets to buy that iphone XR. Go for it guys.",5.0 out of 5 stars,Go for it
394,Nothing to say about iPhone it’s always the best phone. But this time i have to thank Amazon for bringing the cost down and affordable during great indian sale which says IRRESISTIBLE DEAL which really is a irresistible deal,5.0 out of 5 stars,Thanks Amazon
395,"iPhone XR is Good and I am yet to use all features of the phone, I had used iPhone 5, 6s. Lots new features available .",5.0 out of 5 stars,Good Smart Phone
396,It’s a great phone. Cut some stars as the camera developed a problem after only 6 weeks. But Apple has fixed it. But it was unexpected and Apple and the seller must ensure that these things don’t happen,4.0 out of 5 stars,great iPhone at friendly prices
397,"The phone conks off, don’t think the OS can take load. Been just 2 months and it’s already acting up. Not sure if the problem is with the device or orders from amazon.",3.0 out of 5 stars,Looks can be deceiving!
398,Display 4/5,4.0 out of 5 stars,Terrific purchase.
399,I always thought to buy iPhone and every time I used to think that what is so special in iPhone but yes after buying iPhone XR I can say that no one can replace this. Starting from battery life to the screen which is standard and can be used one handed. Camera quality is also very good which you can realise after two three clicks only. So for me iPhone XR is a beast at low price among other iPhone models.,5.0 out of 5 stars,Finally got it after so many conclusions
400,Camera not that great.,4.0 out of 5 stars,Good Buy :)
401,ORDER PLACED : 1 October 2019,4.0 out of 5 stars,Display is absolutely great! You won't find a difference.
402,"Pathetic product, everyday reporting new issues and going to hangout every time.",5.0 out of 5 stars,"Pathetic products, hangout every time"
403,"No questions about 🍎 other than its affordability, XR got a price cut and made it affordable. Overall product quality is awesome, only issue is at times its too hitech to understand.",5.0 out of 5 stars,APPLE AS GOOD AS ALWAYS
404,Apple ecosystem and almost latest specs for 40k.,4.0 out of 5 stars,Best iPhone for budget buyers
405,"I purchased this beauty in big billion sale. Thus I got it at a remarkable price. The battery life is good so far and the speed has been pretty good. I love the overall look, size and design of this model a lot. The camera quality is great but definitely the higher version have a better camera quality experience to provide.",5.0 out of 5 stars,Amazing iPhone model
406,"I am iphone lover but always disappointed with battery back up. But after getting this superb phone my love towards iphone become more stronger. Amazing camera screen clarity, good time response, face unlock takes leasser than eye blink.amazing battery back up. Stunning look. Overall no need to purchase dslr camera. Spend money on it and u get phone for the lifetime.",5.0 out of 5 stars,Recommended for each and every one 10 / 10
407,While so far all my iPhones before had a small write up about the licensing etc at the back of the phone. This XR does not have any writing.,4.0 out of 5 stars,Message to Seller
408,"Phone is excellent...Thanks to Amazon for their service. But the delivery was pathetic, the delivery boy refused to deliver the product. I, myself went to their office to get my phone. Hope that it will not repeat in future.",5.0 out of 5 stars,Nice phone
409,The camera quality in night is awesome..there are lots of features to do edit the pictures and videos. Other than that battery life is around 1.5 days in normal usage and 6-8 hours in heavy games like pubg asphalt videos YouTube play music etc. at the price of 43k it’s a steal....,5.0 out of 5 stars,Premium brand at affordable prices...
410,"Received my iPhone within a week after place the order, Had issues with it but thanks to amazon for speedy replacement.",5.0 out of 5 stars,Go for it .........
411,"Using the XR for the past 3 months and I’m completely delighted to have this model. Certainly a value for money product in the iPhone flagship category. Battery life is excellent, charging for one time in a day itself will have enough power for the remaining day. Camera quality is comparatively better than the other high end categories iPhones.",5.0 out of 5 stars,Just wow !! Worth to have the XR
412,"Camera is very good .Screen size is just right for people like me who use phone for typing mails to watching Netflix .One can download multiple apps .Speed is good .Face recognition works like magic .Have been using iPhone since last 5 yrs ,and have found no reason to complain so far.",5.0 out of 5 stars,iPhone XR -worth buying
413,"It's one of the best phones available in the market right now. Apple always gives the best products to its customers. It had A12 chipset which can do 5 trillion operations per second. It never slows down. It gives you the best phone using experience. Go for it, if you can buy it. Don't buy Samsung products or OnePlus products they are just useless. Just go for the product.",5.0 out of 5 stars,The Product You Need....
414,Review after 5 months of usage approximately.,5.0 out of 5 stars,Apple- Quality Product is Synonymous
415,#1mobile of the my devices,5.0 out of 5 stars,#best value for mobile 🍎 😍
416,First of all I thank Amazon for such blazing fast delivery and the packaging was terrific. So trustworthy. Secondly Apple gets full marks for such a master piece. iPhone XR is capable of handling my heavy multitasking efficiently. So far so good. Reviewed after using it for almost a day. Thanks Amazon and Apple,5.0 out of 5 stars,Hats off to Amazon for blazing fast delivery
417,Superb phone. Got it at a price of 39999/- on Big Billion Day Sale,5.0 out of 5 stars,Superb Price !!!
418,Original product at the best price.... got it during great Indian festival sale at an amazing discount.. so far after a few days of use must say it’s an obvious and noticeable upgrade for people using iPhone 7 and beyond .. camera quality is quite good if not the best ...battery life is just awesome ...,5.0 out of 5 stars,iPhone XR
419,I ordered it for my wife as she wanted to use IPhone for so long but was not willing to change her phone.,5.0 out of 5 stars,Magnificent
420,could not find fingerprint reader. Otherwise camera and battery life are good. I like live camera in edit mode in camera.,5.0 out of 5 stars,New iphone xr
421,I have purchased this product during the diwali sale on Oct 22 and now the adaptor doesn't work. A product worth 43k having an adaptor life of 22 days... I don't even know what else to do now. Removed the sim and started using old broken phone since morning,3.0 out of 5 stars,Adaptor not working within a month
422,I am using iPhone from last 8 years. This model no need to carry power bank(for me) compared with iPhone 6s and 7,5.0 out of 5 stars,Not carrying power bank
423,"People who say iPhone XR has inferior display, please use before u judge based on specs. I’ve been using Pixel and recently switched to iPhone XR and I loved it. Battery life is unrivalled and Fave ID is charm.",5.0 out of 5 stars,Back to iOS after 2 years and it’s Amazing!!
424,"5 star quality... 1st apple product for my wife and in the family, Very good phone, clear crisp sound quality, Amazing display ... Apple doesn't compromise with it's product. Highly recommended.",5.0 out of 5 stars,Highly recommended
425,This rating is not for the product.... Its for the seller... Who has delivered the product with scratches on the back panel.....,2.0 out of 5 stars,Scratches On The Back Panel
426,Nice products battery life is very good. Camera is ok. Amazon delivery is wrost as i have to ordered it twice. In between i suffer loss of 2500 rs as price has been increased after best discount period has gone.,4.0 out of 5 stars,Nice Smartphone but experience wrost Amazon dilivery service
427,I am so happy with amazon.!! Good price and get it on time and yes perfect original product..!! Iphone XR 64 gb  if you allrdy using iphone than u will love it and u buying is first time than u wll flll in love for sure ..!!! I am giving this review after using my iphone XR for more than month..!! So trust me guys its good and original product.!!!,5.0 out of 5 stars,Original product with good delivery
428,I just loved it! Brother just bought iPhone 11 and I thinks the XR battery life is better than 11 and 11 has heating problem. I loved the phone its fast fast and very fast with fabulous camera,5.0 out of 5 stars,Totally Worth it.
429,"Not happy with the mobile , let me know if u guys can send new mobile or can give a option to upgrade to iphone 11 . Let me know what best can be done .",1.0 out of 5 stars,Not happy with the mobile
430,The first thing you notice about XR is it’s battery. Super long battery of more than 24 hours. Rest is exactly as it should be in an iPhone. Camera also needs a special mention. Great camera.,5.0 out of 5 stars,Great Battery and Camera
431,"Does what it is supposed to do. True iPhone, no exceptions.",5.0 out of 5 stars,Probably a better iPhone.
432,Gud phone ...camera is super..,5.0 out of 5 stars,Trust it it's total secure package
433,iPhone XR does not have finger print reader as it’s unlocked with face reading..,5.0 out of 5 stars,Great mobile
434,"My infact upgraded from my iPhone 7 to XR. It’s been more than a month I am using it and has no issues. Amazon had the best rate and it is during the Flash sale , I picked it up at 49,999/-.  Their delivery was prompt and was prior to the committed date. My IPhone XR has a fantastic camera, a fast processor, exceptional battery life and high quality display.",5.0 out of 5 stars,Excellent iphone and great service by Amazon
435,There is nothing much to say specially about iPhone. I have used several android devices and I switched to iPhone XR from OnePlus 6. Simply this switching is fabulous experience to me.,5.0 out of 5 stars,Loved it
436,"Got it for 39000 in the great Indian sale along with exchange (redmi 4) and using SBI credit card. Anawesome phone. Once we use iPhone, android phones seem cheap. You start appreciating little details that Apple has done to make this phone worth its price and hype. If you can afford, then close your eyes and bye it. You will not be disappointed",5.0 out of 5 stars,Worth the money!!
437,The box was not sealed and looked re-packed.,1.0 out of 5 stars,Defective packaging
438,I have used iPhone since so many years,5.0 out of 5 stars,Battery and Performance king
439,Got this phone at a discount price in amazon. Slightly heavy but good looking phone with terrific battery life. The phone is fast with a very responsive face detection.,4.0 out of 5 stars,Splendid performer
440,Genuine product received from seller Darshita Electronics.Everything is fine after 7days of use.One thing is the set getting heat whenever large file is being downloaded or playing game.Rest everything is just cool.I’m loving it.,5.0 out of 5 stars,iPhone XR white review
441,"Awesome phone, great battery life it can last upto 2 whole days, face ID works great even if you are in dark room. Screen size perfect so that we can do tasks using single hand. Will get long term support. 5w charging adapter works well but it's good to have 12w charger than 5w.",5.0 out of 5 stars,Awesome phone
442,"Feel big for iPhone 7,8,6 users.",5.0 out of 5 stars,Best Value IPhone
443,"I love iPhone XR very much. It is user friendly, top notch though there are compromises compared to the other models especially the flagship ones. Overall, it is a highly recommended phone for all the Apple fans and iPhone lovers. Thank you Apple!!",5.0 out of 5 stars,Coolest Phone!!
444,"Make sure you read all instructions, check package and then give OTP. the phone was brand new and is working great. had reservations about online delivery but this experience was seamless. Good to get this discount at discount. Excellent product.........iphone XR is jet fast. loving it.",5.0 out of 5 stars,"Delivered Safely, working great"
445,"Awesom, getting 1day full and few hrs more. 3hrs of Pubg, 2hrs of skype meeting, calls msgs, songs, internet. Finally iPhone had worked on battery. This is all from normal mode.  Pow power  mode is even better.",5.0 out of 5 stars,"Great on battery, performance"
446,Dont go by the reviews that mention fake product !! Its very much iphone xr that i ordered !! How the phone is would b a very personal view point but it’s definitely not a fake !! Thank god i went by my instincts and got a great deal,4.0 out of 5 stars,Got what I ordered
447,Super smooth and premium product nice camera good battery life quick face unlock even in dark. Plays heavy games with high graphic settings without any lag. Overall a very good product,5.0 out of 5 stars,"Premium product, worth every penny"
448,"There is a problem of signal. It is frequently going, where as other make mobiles are having good signal. Now the voice of video has also become very low. Not a good buy.  Can any guide where to report the issue.",1.0 out of 5 stars,Having problem of poor signal.
449,"I like everything about this product. I ordered this iphone xr on end of festive sale and Amazon delivered the product in the given time period. Everything in this phone works good and fine , no doubts. Amazon gives 100% product to us, they never unsatisfied me. At the end Product's performance outstanding . Amazon delivery also secure😊.",5.0 out of 5 stars,Online shopping is safe and secure😊. This is genuine
450,Really really good product..if you have budget of 50-60k you should definitely go for iphone XR..excellent batterylist last of 1 and half day..brilliant camera and superb portrait mode !! Ive purchased in 52k in amazon sale..it is surely value for money !!,4.0 out of 5 stars,excellent camera !! Superb battery life !!
451,I like this phone.,5.0 out of 5 stars,Awesome phone.
452,"I got iphoneXR at very reasonable price. The apple company has made one thing better in this model i.e. battery life. The phone runs for 2days with full charge. there is no finger print reader in this model although face id is very accurate, it scans your face even in the dark. There is no doubt about the picture quality when it comes to iphone.",5.0 out of 5 stars,A great product for iPhone fans
453,I am big Apple fan from almost decade 😃and they have never disappointed either on the hardware side or the iOS( operating system). Got this from amazon deal at very attractive price,5.0 out of 5 stars,Value for money
